# d22" m40" w11mph m_release=2205ft (Data loaded from a file)
# 712 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
33.913,676.487,-15.3,15.301,0.011,0.174,107.509,0.114,107.51,0.057,5.439,0.174,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.626,8.064,891.6,336.185,0.046,1.111e6,NaN,NaN,0.5,0.146,0.002
34.413,668.839,-15.294,15.295,0.011,0.149,104.809,0.114,104.809,0.057,5.365,0.148,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.21,8.113,892.4,336.216,0.046,1.111e6,NaN,NaN,0.5,0.146,0.002
34.913,661.195,-15.281,15.293,0.027,0.577,102.198,0.113,102.198,0.057,5.076,0.577,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.469,8.163,893.2,336.246,0.046,1.112e6,NaN,NaN,0.5,0.147,0.002
35.413,653.556,-15.276,15.283,0.01,0.45,99.716,0.113,99.716,0.057,4.852,0.45,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.379,8.213,894,336.276,0.045,1.112e6,NaN,NaN,0.5,0.147,0.002
35.913,645.919,-15.269,15.278,0.013,0.504,97.353,0.112,97.353,0.057,4.6,0.504,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.07,8.262,894.9,336.306,0.045,1.112e6,NaN,NaN,0.5,0.147,0.002
36.413,638.29,-15.247,15.28,0.045,0.953,95.172,0.112,95.173,0.057,4.124,0.952,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.126,8.312,895.7,336.336,0.046,1.113e6,NaN,NaN,0.5,0.147,0.002
36.852,631.586,-15.256,15.257,-0.021,0.185,93.342,0.112,93.342,0.057,4.205,0.184,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.413,8.362,896.5,336.366,0.045,1.112e6,NaN,NaN,0.44,0.147,0.002
37.352,623.958,-15.255,15.26,0.002,0.359,91.195,0.111,91.195,0.057,4.384,0.359,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.766,8.405,897.2,336.392,0.045,1.112e6,NaN,NaN,0.5,0.147,0.002
37.852,616.332,-15.248,15.257,0.015,0.518,88.938,0.111,88.938,0.057,4.643,0.517,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.191,8.455,898,336.422,0.045,1.113e6,NaN,NaN,0.5,0.147,0.002
38.352,608.71,-15.242,15.251,0.012,0.504,86.554,0.111,86.554,0.057,4.895,0.504,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.428,8.504,898.8,336.453,0.045,1.113e6,NaN,NaN,0.5,0.147,0.002
38.852,601.09,-15.24,15.243,0.003,0.287,84.071,0.111,84.071,0.057,5.038,0.287,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.344,8.554,899.7,336.483,0.045,1.113e6,NaN,NaN,0.5,0.147,0.002
39.352,593.47,-15.237,15.238,0.006,0.177,81.574,0.11,81.574,0.057,4.949,0.177,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.765,8.603,900.5,336.513,0.045,1.114e6,NaN,NaN,0.5,0.147,0.002
39.852,585.853,-15.233,15.233,0.009,0.095,79.087,0.11,79.087,0.057,4.997,0.095,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,8.653,901.4,336.543,0.045,1.114e6,NaN,NaN,0.5,0.147,0.002
40.352,578.238,-15.227,15.228,0.011,0.152,76.57,0.11,76.57,0.057,5.072,0.151,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.234,8.702,902.2,336.573,0.045,1.114e6,NaN,NaN,0.5,0.148,0.002
40.852,570.626,-15.22,15.223,0.014,0.268,74.067,0.109,74.067,0.057,4.939,0.267,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.66,8.752,903.1,336.603,0.045,1.115e6,NaN,NaN,0.5,0.148,0.002
41.352,563.017,-15.216,15.216,0.009,0.02,71.6,0.109,71.6,0.115,4.93,0.018,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.914,8.801,903.9,336.633,0.045,1.115e6,NaN,NaN,0.5,0.148,0.002
41.852,555.411,-15.21,15.211,0.012,0.17,69.156,0.109,69.156,0.115,4.845,0.17,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.67,8.851,904.8,336.663,0.045,1.115e6,NaN,NaN,0.5,0.148,0.002
42.352,547.807,-15.204,15.205,0.011,0.14,66.751,0.108,66.751,0.115,4.775,0.14,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.631,8.9,905.6,336.693,0.045,1.115e6,NaN,NaN,0.5,0.148,0.002
42.852,540.207,-15.196,15.2,0.015,0.311,64.325,0.108,64.325,0.115,4.931,0.311,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26,8.95,906.5,336.722,0.045,1.116e6,NaN,NaN,0.5,0.148,0.002
43.352,532.61,-15.191,15.193,0.011,0.228,61.831,0.108,61.831,0.115,5.044,0.227,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.286,8.999,907.3,336.752,0.045,1.116e6,NaN,NaN,0.5,0.148,0.002
43.852,525.016,-15.187,15.187,0.009,0.098,59.296,0.107,59.296,0.115,5.093,0.098,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.199,9.049,908.2,336.782,0.045,1.116e6,NaN,NaN,0.5,0.148,0.002
44.352,517.424,-15.179,15.183,0.016,0.34,56.792,0.107,56.792,0.115,4.924,0.339,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.796,NaN,NaN,NaN,0,25.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.571,9.098,909,336.812,0.045,1.117e6,NaN,NaN,0.5,0.148,0.002
44.852,509.841,-15.154,15.184,0.05,0.923,54.445,0.107,54.445,0.115,4.463,0.921,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.506,9.147,909.9,336.842,0.045,1.117e6,NaN,NaN,0.5,0.148,0.002
45.352,502.262,-15.162,15.163,-0.017,0.107,52.227,0.106,52.227,0.115,4.41,0.106,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.302,9.197,910.7,336.872,0.045,1.116e6,NaN,NaN,0.5,0.148,0.002
45.852,494.681,-15.161,15.162,0.002,0.147,50.04,0.106,50.04,0.115,4.337,0.146,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.186,9.246,911.6,336.902,0.045,1.117e6,NaN,NaN,0.5,0.148,0.002
46.352,487.101,-15.158,15.158,0.007,0.042,47.867,0.106,47.867,0.115,4.358,0.041,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.403,9.295,912.4,336.932,0.045,1.117e6,NaN,NaN,0.5,0.149,0.002
46.852,479.528,-15.136,15.16,0.044,0.824,45.585,0.105,45.585,0.115,4.769,0.823,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.627,9.344,913.3,336.962,0.045,1.118e6,NaN,NaN,0.5,0.149,0.002
47.302,472.724,-15.139,15.142,-0.007,0.289,43.471,0.105,43.471,0.115,4.639,0.289,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.325,9.394,914.1,336.991,0.045,1.118e6,NaN,NaN,0.449,0.149,0.002
47.802,465.155,-15.138,15.14,0.002,0.233,41.122,0.105,41.122,0.172,4.756,0.233,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.002,9.438,914.9,337.018,0.045,1.118e6,NaN,NaN,0.5,0.149,0.002
48.302,457.587,-15.135,15.135,0.005,0.045,38.739,0.104,38.739,0.172,4.778,0.045,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.827,9.487,915.7,337.048,0.045,1.118e6,NaN,NaN,0.5,0.149,0.002
48.802,450.022,-15.124,15.133,0.022,0.497,36.412,0.104,36.412,0.172,4.53,0.497,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.015,9.536,916.6,337.078,0.045,1.119e6,NaN,NaN,0.5,0.149,0.002
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=48.803 seconds
49.302,442.461,-15.119,15.125,0.011,0.414,34.199,0.104,34.199,0.172,4.323,0.413,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.895,9.585,917.4,337.108,0.045,1.119e6,NaN,NaN,0.5,0.149,0.002
49.31,442.34,-14.619,14.621,61.509,61.523,34.164,0.104,34.164,0.172,4.333,1.275,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,184.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.594,9.635,918.2,337.137,0.045,1.082e6,NaN,NaN,0.008,0.149,0.002
49.311,442.315,-14.519,14.522,56.874,56.889,34.156,0.104,34.156,0.172,4.336,1.286,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,172.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.616,9.635,918.3,337.138,0.043,1.075e6,NaN,NaN,0.002,0.149,0.002
49.313,442.287,-14.411,14.414,55.969,55.983,34.148,0.104,34.148,0.172,4.338,1.288,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,170.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.62,9.635,918.3,337.138,0.043,1.067e6,NaN,NaN,0.002,0.149,0.002
49.315,442.258,-14.302,14.305,54.991,55.007,34.139,0.104,34.139,0.172,4.341,1.291,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,167.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.626,9.636,918.3,337.138,0.043,1.059e6,NaN,NaN,0.002,0.15,0.002
49.317,442.229,-14.192,14.195,54.016,54.032,34.13,0.104,34.13,0.172,4.343,1.293,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,165.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.631,9.636,918.3,337.138,0.042,1.051e6,NaN,NaN,0.002,0.15,0.002
49.319,442.2,-14.082,14.085,53.042,53.057,34.121,0.104,34.121,0.172,4.346,1.296,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,162.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.636,9.636,918.3,337.138,0.042,1.043e6,NaN,NaN,0.002,0.15,0.002
49.322,442.17,-13.97,13.973,52.067,52.083,34.112,0.104,34.112,0.172,4.349,1.298,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,160.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.642,9.636,918.3,337.138,0.042,1.035e6,NaN,NaN,0.002,0.15,0.002
49.324,442.139,-13.858,13.861,51.093,51.11,34.102,0.104,34.102,0.172,4.352,1.301,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,157.658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.648,9.636,918.3,337.139,0.041,1.026e6,NaN,NaN,0.002,0.15,0.002
49.326,442.108,-13.745,13.748,50.12,50.137,34.092,0.104,34.093,0.172,4.355,1.304,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,155.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.654,9.637,918.3,337.139,0.041,1.018e6,NaN,NaN,0.002,0.15,0.002
49.328,442.077,-13.631,13.635,49.147,49.164,34.082,0.104,34.082,0.172,4.358,1.307,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,152.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.66,9.637,918.3,337.139,0.041,1.009e6,NaN,NaN,0.002,0.15,0.002
49.331,442.044,-13.516,13.52,48.174,48.192,34.072,0.104,34.072,0.172,4.361,1.309,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,150.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.666,9.637,918.3,337.139,0.04,1.001e6,NaN,NaN,0.002,0.15,0.002
49.333,442.011,-13.401,13.404,47.202,47.221,34.061,0.104,34.061,0.172,4.364,1.312,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,147.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.672,9.637,918.3,337.139,0.04,9.924e5,NaN,NaN,0.002,0.15,0.002
49.336,441.977,-13.284,13.288,46.231,46.25,34.05,0.104,34.05,0.172,4.367,1.315,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,145.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.679,9.637,918.3,337.139,0.04,9.838e5,NaN,NaN,0.003,0.15,0.002
49.338,441.943,-13.166,13.17,45.26,45.279,34.039,0.104,34.039,0.172,4.371,1.318,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,142.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.686,9.638,918.3,337.139,0.039,9.751e5,NaN,NaN,0.003,0.15,0.002
49.341,441.908,-13.047,13.051,44.289,44.309,34.027,0.104,34.027,0.172,4.374,1.321,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,140.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.693,9.638,918.3,337.139,0.039,9.663e5,NaN,NaN,0.003,0.151,0.002
49.344,441.872,-12.928,12.932,43.32,43.34,34.015,0.104,34.015,0.172,4.378,1.324,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,137.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7,9.638,918.3,337.14,0.039,9.574e5,NaN,NaN,0.003,0.151,0.002
49.347,441.835,-12.807,12.811,42.35,42.371,34.003,0.104,34.003,0.172,4.382,1.327,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,135.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.707,9.638,918.3,337.14,0.038,9.485e5,NaN,NaN,0.003,0.151,0.002
49.35,441.798,-12.685,12.69,41.382,41.403,33.99,0.104,33.99,0.172,4.386,1.33,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,132.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.715,9.639,918.3,337.14,0.038,9.395e5,NaN,NaN,0.003,0.151,0.002
49.353,441.759,-12.562,12.567,40.414,40.436,33.976,0.104,33.976,0.172,4.39,1.333,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,130.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.723,9.639,918.3,337.14,0.038,9.304e5,NaN,NaN,0.003,0.151,0.002
49.356,441.72,-12.438,12.443,39.449,39.473,33.962,0.104,33.963,0.172,4.394,1.399,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,127.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.747,9.639,918.3,337.14,0.037,9.213e5,NaN,NaN,0.003,0.151,0.002
49.359,441.68,-12.313,12.319,38.485,38.513,33.948,0.104,33.948,0.172,4.399,1.474,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,125.041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.774,9.639,918.3,337.14,0.037,9.121e5,NaN,NaN,0.003,0.151,0.002
49.362,441.639,-12.187,12.194,37.522,37.554,33.933,0.104,33.934,0.172,4.404,1.549,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,122.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.802,9.64,918.3,337.14,0.037,9.028e5,NaN,NaN,0.003,0.151,0.002
49.366,441.596,-12.059,12.067,36.56,36.596,33.918,0.104,33.918,0.172,4.41,1.625,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,120.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.832,9.64,918.3,337.141,0.036,8.934e5,NaN,NaN,0.003,0.151,0.002
49.369,441.553,-11.931,11.939,35.599,35.64,33.902,0.104,33.902,0.172,4.416,1.7,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,117.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.862,9.64,918.3,337.141,0.036,8.84e5,NaN,NaN,0.004,0.151,0.002
49.373,441.508,-11.8,11.81,34.639,34.684,33.885,0.104,33.886,0.172,4.423,1.776,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,115.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.893,9.64,918.3,337.141,0.035,8.744e5,NaN,NaN,0.004,0.151,0.002
49.377,441.463,-11.669,11.68,33.68,33.731,33.868,0.104,33.868,0.172,4.43,1.853,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,112.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.926,9.641,918.4,337.141,0.035,8.648e5,NaN,NaN,0.004,0.151,0.002
49.381,441.416,-11.536,11.548,32.721,32.778,33.85,0.104,33.85,0.172,4.438,1.93,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,110.177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96,9.641,918.4,337.141,0.035,8.55e5,NaN,NaN,0.004,0.152,0.002
49.385,441.367,-11.402,11.415,31.764,31.828,33.831,0.104,33.832,0.172,4.446,2.007,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,107.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.995,9.641,918.4,337.142,0.034,8.452e5,NaN,NaN,0.004,0.152,0.001
49.39,441.317,-11.266,11.281,30.808,30.879,33.812,0.104,33.812,0.172,4.455,2.084,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,105.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.032,9.642,918.4,337.142,0.034,8.352e5,NaN,NaN,0.004,0.152,0.001
